GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,SEASON,MEASURE_TYPE
Lineups,-100484-100682-100720-100942-201052-,B. Lennox - L. Jackson - S. Bird - A. Robinson - K. Gearlds,1611661328,SEA,8,6,2,0.75,20.0,107.3,102.5,80.2,75.0,27.1,27.5,0.588,1.67,17.2,0.4,0.85,0.625,0.15,0.486,0.523,91.3,96.64,80.54,40,0.688,11,7,106,35,13,54,49,42,55,20,32,9,1,1,77,75,77,102,50,59600,2007,Advanced
Lineups,-100046-100484-100682-100796-101030-,W. Palmer - B. Lennox - L. Jackson - I. Castro Marques - T. Wright,1611661328,SEA,14,9,5,0.643,20.0,118.6,111.1,97.0,89.4,21.6,21.7,0.412,0.64,12.3,0.4,0.7,0.571,0.244,0.633,0.691,103.1,110.99,92.49,45,0.616,5,3,158,51,12,42,73,49,90,58,79,9,10,6,107,29,29,40,60,59680,2007,Advanced
Lineups,-100046-100682-100796-101030-201052-,W. Palmer - L. Jackson - I. Castro Marques - T. Wright - K. Gearlds,1611661328,SEA,9,6,3,0.667,19.0,124.6,119.4,85.2,75.7,39.4,43.8,0.733,1.57,20.8,0.429,0.75,0.618,0.194,0.621,0.661,84.8,91.81,76.51,36,0.746,7,7,135,38,14,35,52,30,40,23,22,6,6,2,95,32,35,122,42,57250,2007,Advanced
Lineups,-100046-100942-101030-101032-201052-,W. Palmer - A. Robinson - T. Wright - S. Ely-Gash - K. Gearlds,1611661328,SEA,5,4,1,0.8,17.0,84.9,80.6,82.4,86.5,2.5,-5.9,0.556,0.36,11.6,,0.81,,0.389,0.6,0.685,102.8,102.83,85.69,36,0.615,25,14,30,31,17,92,66,88,58,71,82,26,2,16,142,33,30,76,61,51115,2007,Advanced
Lineups,-100046-100484-100682-101030-201052-,W. Palmer - B. Lennox - L. Jackson - T. Wright - K. Gearlds,1611661328,SEA,13,9,4,0.692,17.0,87.5,85.7,108.0,100.0,-20.4,-14.3,0.75,0.67,13.3,,,,0.257,0.413,0.53,96.4,101.27,84.39,35,0.333,6,3,153,37,15,88,83,98,35,52,68,26,32,16,121,89,75,82,97,51900,2007,Advanced
Lineups,-100046-100484-100682-101030-101032-,W. Palmer - B. Lennox - L. Jackson - T. Wright - S. Ely-Gash,1611661328,SEA,6,4,2,0.667,17.0,74.5,69.7,84.2,87.9,-9.7,-18.2,0.545,0.6,13.3,,0.429,,0.303,0.442,0.428,91.5,92.49,77.07,33,0.35,19,14,106,38,16,100,70,101,61,59,68,26,29,16,128,83,102,121,96,51380,2007,Advanced
Lineups,-100942-101030-101032-200680-201052-,A. Robinson - T. Wright - S. Ely-Gash - T. Fluker - K. Gearlds,1611661328,SEA,4,3,1,0.75,16.0,46.3,45.7,111.9,102.7,-65.5,-57.0,0.25,0.11,2.5,0.182,,,0.257,0.18,0.281,103.7,109.02,90.85,35,-0.155,41,25,30,35,20,125,111,123,97,80,100,24,32,16,121,124,125,49,139,47550,2007,Advanced
Lineups,-100484-100660-100682-100720-100796-,B. Lennox - J. Burse - L. Jackson - S. Bird - I. Castro Marques,1611661328,SEA,23,12,11,0.522,291.0,107.8,108.6,96.6,96.6,11.2,11.9,0.532,1.11,15.2,0.357,0.718,0.539,0.188,0.526,0.575,98.3,97.97,81.64,595,0.559,1,1,164,62,1,48,81,59,63,29,50,14,8,9,92,46,56,97,67,873845,2007,Advanced
Lineups,-100484-100660-100682-100796-101030-,B. Lennox - J. Burse - L. Jackson - I. Castro Marques - T. Wright,1611661328,SEA,15,6,9,0.4,84.0,93.5,90.7,97.8,99.4,-4.3,-8.7,0.508,0.97,13.5,0.322,0.671,0.488,0.186,0.466,0.501,95.7,96.41,80.34,172,0.429,4,7,163,91,2,83,82,92,65,47,67,20,13,12,90,77,82,103,84,253170,2007,Advanced
Lineups,-100046-100484-100682-101032-201052-,W. Palmer - B. Lennox - L. Jackson - S. Ely-Gash - K. Gearlds,1611661328,SEA,1,1,0,1.0,1.0,133.3,133.3,0.0,0.0,133.3,133.3,0.0,0.0,0.0,,,,0.333,1.0,1.0,118.0,118.03,98.36,3,2.0,93,55,1,1,138,19,1,8,102,81,102,26,32,16,130,4,8,34,5,3050,2007,Advanced
Lineups,-100046-100484-100720-100942-101030-,W. Palmer - B. Lennox - S. Bird - A. Robinson - T. Wright,1611661328,SEA,1,1,0,1.0,1.0,133.3,133.3,66.7,66.7,66.7,66.7,0.0,0.0,0.0,,,,0.0,0.667,0.667,109.4,109.37,91.14,3,0.75,93,55,1,1,128,19,35,18,102,81,102,26,32,16,1,25,32,47,41,3950,2007,Advanced
Lineups,-100046-100931-101030-101032-201052-,W. Palmer - D. Lewis - T. Wright - S. Ely-Gash - K. Gearlds,1611661328,SEA,1,1,0,1.0,1.0,0.0,0.0,106.4,100.0,-106.4,-100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,98.7,102.86,85.71,1,1.333,93,55,1,1,146,141,83,138,102,81,102,26,32,16,1,129,141,75,16,2100,2007,Advanced
Lineups,-100046-100720-100796-101030-201052-,W. Palmer - S. Bird - I. Castro Marques - T. Wright - K. Gearlds,1611661328,SEA,1,0,1,0.0,0.0,0.0,0.0,227.3,200.0,-227.3,-200.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,132.1,210.73,175.61,2,0.0,93,107,30,107,161,141,154,159,102,81,102,26,32,16,1,129,141,2,119,1025,2007,Advanced
Lineups,-100046-100484-100942-101030-101032-,W. Palmer - B. Lennox - A. Robinson - T. Wright - S. Ely-Gash,1611661328,SEA,1,1,0,1.0,1.0,56.8,33.3,150.0,150.0,-93.2,-116.7,0.0,0.0,0.0,,,,0.0,0.0,0.133,79.6,105.88,88.24,3,0.0,93,55,1,1,132,134,142,152,102,81,102,26,32,16,1,129,140,60,119,3400,2007,Advanced
Lineups,-100046-100484-100796-100942-101032-,W. Palmer - B. Lennox - I. Castro Marques - A. Robinson - S. Ely-Gash,1611661328,SEA,1,1,0,1.0,1.0,227.3,100.0,0.0,0.0,227.3,100.0,0.0,0.0,0.0,,,,0.0,0.0,1.136,51.2,71.11,59.26,2,-8.0,93,55,1,1,126,55,1,12,102,81,102,26,32,16,1,129,4,159,162,4050,2007,Advanced
Lineups,-100046-100484-100720-100796-200680-,W. Palmer - B. Lennox - S. Bird - I. Castro Marques - T. Fluker,1611661328,SEA,1,0,1,0.0,2.0,82.0,80.0,128.9,125.0,-46.9,-45.0,1.0,1.0,14.3,,,,0.2,0.375,0.41,110.7,113.68,94.74,5,0.214,93,107,30,107,108,93,122,114,1,31,54,26,32,16,96,94,103,39,106,5700,2007,Advanced
Lineups,-100046-100660-101030-101032-201052-,W. Palmer - J. Burse - T. Wright - S. Ely-Gash - K. Gearlds,1611661328,SEA,2,1,1,0.5,2.0,112.6,125.0,69.4,66.7,43.2,58.3,0.5,1.0,16.7,,,,0.25,0.5,0.563,105.4,100.8,84.0,4,0.778,66,55,30,63,116,30,35,25,66,31,34,26,32,16,108,50,62,85,37,5000,2007,Advanced
Lineups,-100046-100682-100796-200677-201052-,W. Palmer - L. Jackson - I. Castro Marques - S. Thorburn - K. Gearlds,1611661328,SEA,1,0,1,0.0,2.0,104.2,100.0,133.3,133.3,-29.2,-33.3,1.0,0.0,25.0,,,,0.0,0.5,0.521,79.1,80.75,67.29,3,0.25,93,107,30,107,112,55,129,109,1,81,14,26,32,16,1,50,78,148,104,5350,2007,Advanced
Lineups,-100046-100682-100720-101032-201052-,W. Palmer - L. Jackson - S. Bird - S. Ely-Gash - K. Gearlds,1611661328,SEA,2,0,2,0.0,2.0,102.5,83.3,232.0,225.0,-129.5,-141.7,0.5,1.0,14.3,,,,0.167,0.833,0.644,91.4,104.35,86.96,6,0.0,66,107,106,107,96,90,158,155,66,31,54,26,32,16,79,14,37,67,119,6900,2007,Advanced
Lineups,-100046-100796-100942-101030-101032-,W. Palmer - I. Castro Marques - A. Robinson - T. Wright - S. Ely-Gash,1611661328,SEA,2,0,2,0.0,0.0,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,117.1,175.61,146.34,1,0.333,66,107,106,107,158,141,83,138,102,81,102,26,32,16,1,129,141,3,97,1230,2007,Advanced
Lineups,-100484-100720-100796-100942-101032-,B. Lennox - S. Bird - I. Castro Marques - A. Robinson - S. Ely-Gash,1611661328,SEA,1,1,0,1.0,1.0,192.3,200.0,180.4,140.0,11.9,60.0,1.0,2.0,28.6,,,,0.2,1.25,1.19,204.3,225.0,187.5,5,0.71,93,55,1,1,136,5,136,23,1,10,11,26,32,16,96,2,3,1,47,3200,2007,Advanced
Lineups,-100660-100796-100942-101030-101032-,J. Burse - I. Castro Marques - A. Robinson - T. Wright - S. Ely-Gash,1611661328,SEA,1,1,0,1.0,1.0,0.0,0.0,300.0,300.0,-300.0,-300.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,41.1,123.43,102.86,2,0.0,93,55,1,1,153,141,163,163,102,81,102,26,32,16,1,129,141,21,119,1750,2007,Advanced
Lineups,-100660-100720-100942-101030-201052-,J. Burse - S. Bird - A. Robinson - T. Wright - K. Gearlds,1611661328,SEA,2,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,80.7,121.01,100.84,1,0.667,66,55,30,63,152,141,1,70,102,81,102,26,32,16,159,129,141,27,52,1785,2007,Advanced
Lineups,-100682-100720-100721-101030-201052-,L. Jackson - S. Bird - S. Cash - T. Wright - K. Gearlds,1611661328,SEA,7,6,1,0.857,13.0,110.8,112.0,90.5,96.0,20.3,16.0,0.75,1.5,17.1,,0.643,,0.16,0.444,0.601,97.0,93.65,78.04,25,0.632,15,8,98,99,22,50,128,80,55,19,57,26,19,17,108,102,65,154,91,38440,2008,Advanced
Lineups,-100682-100720-100721-101030-201067-,L. Jackson - S. Bird - S. Cash - T. Wright - C. Little,1611661328,SEA,5,5,0,1.0,14.0,85.7,76.7,91.2,89.3,-5.5,-12.6,0.625,0.71,12.5,0.462,0.688,0.586,0.233,0.45,0.463,90.9,97.24,81.03,30,0.421,28,12,1,1,19,116,119,135,83,59,93,5,12,2,143,99,117,129,129,42945,2008,Advanced
Lineups,-100942-101030-101032-201052-201067-,A. Robinson - T. Wright - S. Ely-Gash - K. Gearlds - C. Little,1611661328,SEA,2,1,1,0.5,14.0,98.9,100.0,107.0,107.1,-8.1,-7.1,0.636,1.0,18.4,0.25,0.5,0.4,0.25,0.568,0.6,95.0,94.37,78.64,28,0.427,71,78,98,137,20,57,166,127,81,29,52,24,25,14,146,56,67,151,126,42725,2008,Advanced
Lineups,-100072-100419-100720-100721-101030-,S. Swoopes - Y. Griffith - S. Bird - S. Cash - T. Wright,1611661328,SEA,6,5,1,0.833,15.0,109.2,100.0,84.4,81.5,24.8,18.5,0.167,0.33,5.4,0.545,,,0.194,0.568,0.587,89.5,95.23,79.36,31,0.69,19,12,98,100,18,57,102,76,124,77,123,2,32,17,124,56,72,145,82,43850,2008,Advanced
Lineups,-100682-100720-100721-101032-201052-,L. Jackson - S. Bird - S. Cash - S. Ely-Gash - K. Gearlds,1611661328,SEA,7,4,3,0.571,15.0,107.7,103.2,84.2,69.0,23.5,34.3,0.7,1.75,17.5,,,,0.129,0.477,0.577,83.0,93.14,77.62,31,0.847,15,23,200,133,17,56,76,60,63,17,56,26,32,17,94,93,76,159,62,46380,2008,Advanced
Lineups,-100419-100720-100721-100942-101030-,Y. Griffith - S. Bird - S. Cash - A. Robinson - T. Wright,1611661328,SEA,6,5,1,0.833,10.0,67.1,63.2,120.2,114.3,-53.1,-51.1,0.8,0.67,16.7,,,,0.316,0.5,0.505,91.9,97.18,80.99,19,0.125,19,12,98,100,31,141,170,168,53,61,59,26,32,17,164,66,96,130,161,29635,2008,Advanced
Lineups,-100640-100942-101032-201052-201475-,K. Santos - A. Robinson - S. Ely-Gash - K. Gearlds - K. O'Neill,1611661328,SEA,2,0,2,0.0,10.0,95.5,94.1,116.4,127.8,-20.9,-33.7,0.333,0.5,9.1,,,,0.235,0.577,0.542,89.3,85.57,71.31,17,0.196,71,173,178,173,32,91,185,160,117,66,116,26,32,17,144,53,84,190,154,29450,2008,Advanced
Lineups,-100942-101030-101032-201052-201517-,A. Robinson - T. Wright - S. Ely-Gash - K. Gearlds - K. Beck,1611661328,SEA,3,1,2,0.333,10.0,102.7,94.7,113.6,90.0,-10.9,4.7,0.4,1.0,7.4,,,,0.105,0.306,0.418,80.5,94.07,78.39,19,0.348,47,78,178,168,30,90,120,89,115,29,121,26,32,17,88,142,128,153,137,29850,2008,Advanced
Lineups,-100419-100720-100721-100942-201052-,Y. Griffith - S. Bird - S. Cash - A. Robinson - K. Gearlds,1611661328,SEA,5,4,1,0.8,11.0,113.4,108.7,72.7,68.2,40.8,40.5,0.5,0.5,10.0,,0.714,,0.261,0.462,0.624,96.5,101.73,84.77,23,1.139,28,23,98,104,29,54,75,54,93,66,110,26,9,17,159,97,61,110,36,31850,2008,Advanced
Lineups,-100720-100721-100942-201052-201067-,S. Bird - S. Cash - A. Robinson - K. Gearlds - C. Little,1611661328,SEA,4,3,1,0.75,11.0,108.1,100.0,94.3,91.7,13.8,8.3,0.3,1.0,10.3,,,,0.125,0.526,0.566,101.5,107.0,89.16,24,0.533,36,33,98,108,28,57,122,84,121,29,109,26,32,17,91,63,80,78,107,32300,2008,Advanced
Lineups,-100640-100942-101030-101032-201052-,K. Santos - A. Robinson - T. Wright - S. Ely-Gash - K. Gearlds,1611661328,SEA,9,4,5,0.444,11.0,76.5,74.1,103.6,92.3,-27.2,-18.2,0.6,0.33,8.6,0.5,0.364,0.435,0.333,0.313,0.451,108.1,116.18,96.82,27,-0.107,8,23,215,167,27,120,124,140,85,77,118,3,30,13,165,140,120,51,188,32845,2008,Advanced
Lineups,-100419-100682-100720-100721-201052-,Y. Griffith - L. Jackson - S. Bird - S. Cash - K. Gearlds,1611661328,SEA,6,4,2,0.667,12.0,136.4,126.9,88.9,88.5,47.5,38.5,0.75,3.0,23.1,,,,0.115,0.652,0.655,97.1,100.83,84.03,26,0.726,19,23,178,116,25,39,117,56,55,4,29,26,32,17,89,37,51,111,78,37130,2008,Advanced
Lineups,-100720-100721-101030-101032-201052-,S. Bird - S. Cash - T. Wright - S. Ely-Gash - K. Gearlds,1611661328,SEA,6,5,1,0.833,12.0,65.0,62.5,84.8,76.0,-19.8,-13.5,0.25,0.17,3.4,,0.714,,0.25,0.222,0.356,88.4,95.22,79.35,24,-0.125,19,12,98,100,26,142,86,136,122,85,124,26,9,17,146,151,144,146,189,37050,2008,Advanced
Lineups,-100072-100682-100720-100942-101030-,S. Swoopes - L. Jackson - S. Bird - A. Robinson - T. Wright,1611661328,SEA,8,5,3,0.625,13.0,145.3,130.4,99.1,87.5,46.3,42.9,0.727,2.67,20.5,,0.467,,0.13,0.543,0.585,78.6,88.32,73.6,23,0.747,12,12,200,127,23,37,114,52,62,6,37,26,27,17,95,60,73,184,76,38315,2008,Advanced
Lineups,-100072-100720-100942-101030-201067-,S. Swoopes - S. Bird - A. Robinson - T. Wright - C. Little,1611661328,SEA,4,3,1,0.75,8.0,84.6,84.6,81.0,66.7,3.6,17.9,0.6,0.5,16.7,,,,0.462,0.611,0.611,71.2,77.75,64.79,13,0.438,36,33,98,108,41,104,64,78,85,66,59,26,32,17,191,46,63,206,121,23150,2008,Advanced
Lineups,-100072-100682-100721-101030-201052-,S. Swoopes - L. Jackson - S. Cash - T. Wright - K. Gearlds,1611661328,SEA,5,3,2,0.6,8.0,106.6,86.7,141.1,140.0,-34.6,-53.3,0.5,1.0,10.5,,,,0.133,0.409,0.492,83.9,92.96,77.47,15,0.246,28,33,178,128,40,99,192,169,93,29,107,26,32,17,96,113,112,160,148,23235,2008,Advanced
Lineups,-100072-100720-100721-101032-201067-,S. Swoopes - S. Bird - S. Cash - S. Ely-Gash - C. Little,1611661328,SEA,2,2,0,1.0,4.0,72.7,62.5,58.1,57.1,14.5,5.4,0.0,0.0,0.0,,,,0.375,0.4,0.425,77.1,84.05,70.04,8,2.0,71,55,1,1,65,142,59,88,125,86,125,26,32,17,181,115,125,196,11,12850,2008,Advanced
Lineups,-100072-100682-100720-101030-101032-,S. Swoopes - L. Jackson - S. Bird - T. Wright - S. Ely-Gash,1611661328,SEA,6,3,3,0.5,4.0,43.0,41.7,87.9,91.7,-44.9,-50.0,0.0,0.0,0.0,,,,0.417,0.0,0.327,134.3,133.44,111.2,12,-1.286,19,33,200,137,64,167,122,161,125,86,125,26,32,17,186,156,157,26,204,12950,2008,Advanced
Lineups,-100721-101030-101032-201052-201067-,S. Cash - T. Wright - S. Ely-Gash - K. Gearlds - C. Little,1611661328,SEA,2,1,1,0.5,4.0,101.5,100.0,38.7,33.3,62.9,66.7,0.667,0.67,18.2,,0.429,,0.375,0.7,0.68,94.6,102.86,85.71,8,-2.25,71,78,98,137,68,57,38,32,64,61,53,26,28,17,181,26,43,99,212,11900,2008,Advanced
Lineups,-100721-100942-101030-101032-201052-,S. Cash - A. Robinson - T. Wright - S. Ely-Gash - K. Gearlds,1611661328,SEA,4,4,0,1.0,4.0,68.0,50.0,70.9,50.0,-2.9,0.0,1.0,0.0,10.0,,,,0.0,0.167,0.291,73.7,102.4,85.33,8,0.5,36,23,1,1,70,154,47,95,1,86,110,26,32,17,1,154,165,104,113,11250,2008,Advanced
Lineups,-100720-100942-101030-201052-201067-,S. Bird - A. Robinson - T. Wright - K. Gearlds - C. Little,1611661328,SEA,3,1,2,0.333,4.0,67.6,66.7,87.5,77.8,-19.9,-11.1,0.0,0.0,0.0,0.333,,,0.333,0.5,0.51,97.2,103.68,86.4,9,0.0,47,78,178,168,66,126,89,132,125,86,125,16,32,17,165,66,93,96,167,12500,2008,Advanced
Lineups,-100682-100720-101030-201052-201067-,L. Jackson - S. Bird - T. Wright - K. Gearlds - C. Little,1611661328,SEA,2,2,0,1.0,4.0,137.0,120.0,82.9,87.5,54.0,32.5,0.75,0.0,23.1,,,,0.0,0.643,0.685,103.2,108.0,90.0,10,0.778,71,55,1,1,67,43,114,64,55,86,29,26,32,17,1,39,42,66,70,12000,2008,Advanced
Lineups,-100640-101030-201052-201067-201517-,K. Santos - T. Wright - K. Gearlds - C. Little - K. Beck,1611661328,SEA,1,0,1,0.0,4.0,71.4,62.5,66.7,75.0,4.8,-12.5,1.0,0.67,16.7,,,,0.375,0.417,0.417,104.5,104.54,87.11,8,0.556,114,173,98,173,72,142,82,134,1,61,59,26,32,17,181,111,129,91,104,11020,2008,Advanced
Lineups,-100419-101030-101032-201052-201067-,Y. Griffith - T. Wright - S. Ely-Gash - K. Gearlds - C. Little,1611661328,SEA,2,0,2,0.0,5.0,90.2,87.5,137.0,120.0,-46.8,-32.5,0.333,1.0,9.1,,,,0.125,0.429,0.4,81.7,89.01,74.18,8,0.077,71,173,178,173,56,97,176,153,117,29,116,26,32,17,91,108,135,179,165,14560,2008,Advanced
Lineups,-100419-100721-101030-201052-201067-,Y. Griffith - S. Cash - T. Wright - K. Gearlds - C. Little,1611661328,SEA,3,2,1,0.667,5.0,90.1,88.9,107.3,111.1,-17.2,-22.2,1.0,1.0,23.1,,,,0.333,0.6,0.68,93.0,92.01,76.68,9,0.467,47,55,98,116,59,95,167,141,1,29,29,26,32,17,165,47,43,162,119,14085,2008,Advanced
Lineups,-100419-100720-100721-101032-201067-,Y. Griffith - S. Bird - S. Cash - S. Ely-Gash - C. Little,1611661328,SEA,2,1,1,0.5,5.0,147.1,150.0,66.7,54.5,80.4,95.5,0.6,1.5,18.8,,,,0.2,0.625,0.735,86.9,95.09,79.25,10,1.091,71,78,98,137,52,23,58,26,85,19,49,26,32,17,126,40,34,148,37,15900,2008,Advanced
Lineups,-100072-100419-100721-100942-101030-,S. Swoopes - Y. Griffith - S. Cash - A. Robinson - T. Wright,1611661328,SEA,3,3,0,1.0,5.0,75.0,60.0,78.8,70.0,-3.8,-10.0,0.0,0.0,0.0,,,,0.2,0.333,0.333,83.4,98.87,82.39,10,0.48,47,33,1,1,55,145,77,131,125,86,125,26,32,17,126,121,147,121,116,14565,2008,Advanced
Lineups,-100072-100419-100720-100942-101030-,S. Swoopes - Y. Griffith - S. Bird - A. Robinson - T. Wright,1611661328,SEA,7,5,2,0.714,5.0,146.3,133.3,102.5,90.9,43.9,42.4,0.667,1.0,13.3,,,,0.222,0.438,0.588,89.4,99.52,82.93,9,0.71,15,12,178,113,57,31,121,53,64,29,90,26,32,17,138,105,71,117,79,14470,2008,Advanced
Lineups,-100072-100720-100721-101032-201052-,S. Swoopes - S. Bird - S. Cash - S. Ely-Gash - K. Gearlds,1611661328,SEA,3,1,2,0.333,5.0,56.3,55.6,78.8,70.0,-22.5,-14.4,0.5,0.5,8.3,,,,0.222,0.286,0.317,87.4,93.47,77.9,9,-0.091,47,78,178,168,54,151,77,138,93,66,119,26,32,17,138,146,159,155,186,14635,2008,Advanced
Lineups,-100072-100720-100721-100942-101030-,S. Swoopes - S. Bird - S. Cash - A. Robinson - T. Wright,1611661328,SEA,2,2,0,1.0,5.0,58.1,54.5,82.7,81.8,-24.6,-27.3,0.5,0.25,7.7,,0.833,,0.364,0.417,0.41,103.4,107.32,89.43,11,0.13,71,55,1,1,53,153,104,146,93,83,120,26,2,17,179,111,130,74,160,14760,2008,Advanced
Lineups,-100072-100682-100720-101032-201517-,S. Swoopes - L. Jackson - S. Bird - S. Ely-Gash - K. Beck,1611661328,SEA,2,1,1,0.5,5.0,62.5,45.5,47.9,45.5,14.6,0.0,1.0,0.5,15.4,,,,0.364,0.625,0.625,97.6,116.47,97.06,11,0.684,71,78,98,137,62,163,46,95,1,66,75,26,32,17,179,40,57,49,83,13600,2008,Advanced
Lineups,-100072-100640-101030-201052-201067-,S. Swoopes - K. Santos - T. Wright - K. Gearlds - C. Little,1611661328,SEA,2,1,1,0.5,5.0,56.3,55.6,71.4,50.0,-15.1,5.6,0.0,0.0,0.0,,,,0.222,0.333,0.363,80.0,95.76,79.8,9,0.308,71,78,98,137,58,151,47,87,125,86,125,26,32,17,138,121,142,142,141,14285,2008,Advanced
Lineups,-100072-100640-100720-100721-201052-,S. Swoopes - K. Santos - S. Bird - S. Cash - K. Gearlds,1611661328,SEA,1,1,0,1.0,3.0,189.1,180.0,154.6,120.0,34.4,60.0,0.5,1.0,14.3,,,,0.2,0.833,0.945,81.3,94.12,78.43,5,0.905,114,78,1,1,98,16,176,41,93,29,78,26,32,17,126,19,21,152,58,7650,2008,Advanced
Lineups,-100720-100721-101032-201052-201067-,S. Bird - S. Cash - S. Ely-Gash - K. Gearlds - C. Little,1611661328,SEA,3,2,1,0.667,3.0,184.4,150.0,129.3,120.0,55.1,30.0,0.667,0.0,22.2,,,,0.0,0.7,0.765,77.5,89.49,74.58,6,0.85,47,55,98,116,86,23,176,67,64,86,33,26,32,17,1,26,31,175,61,8850,2008,Advanced
Lineups,-100720-100942-101030-101032-201067-,S. Bird - A. Robinson - T. Wright - S. Ely-Gash - C. Little,1611661328,SEA,3,2,1,0.667,3.0,68.0,44.4,114.2,112.5,-46.2,-68.1,1.0,0.33,10.0,,,,0.333,0.5,0.694,104.8,129.52,107.94,9,0.273,47,55,98,116,81,164,169,177,1,77,110,26,32,17,165,66,38,30,145,9450,2008,Advanced
Lineups,-100682-100720-101030-101032-201052-,L. Jackson - S. Bird - T. Wright - S. Ely-Gash - K. Gearlds,1611661328,SEA,2,1,1,0.5,3.0,119.0,100.0,58.1,50.0,60.9,50.0,0.0,0.0,0.0,,,,0.143,0.625,0.717,92.8,109.09,90.91,7,0.917,71,78,98,137,74,57,47,47,125,86,125,26,32,17,100,40,35,63,57,9900,2008,Advanced
Lineups,-100682-100720-101030-201052-201558-,L. Jackson - S. Bird - T. Wright - K. Gearlds - F. Pascalau,1611661328,SEA,1,0,1,0.0,3.0,140.0,140.0,125.0,83.3,15.0,56.7,0.333,1.0,14.3,,,,0.2,0.7,0.7,72.8,88.99,74.16,5,0.556,114,173,98,173,85,28,108,44,117,29,78,26,32,17,126,26,37,180,104,8900,2008,Advanced
Lineups,-100682-100720-100721-201052-201067-,L. Jackson - S. Bird - S. Cash - K. Gearlds - C. Little,1611661328,SEA,1,1,0,1.0,3.0,116.7,100.0,63.0,50.0,53.6,50.0,0.667,2.0,20.0,,,,0.143,0.583,0.583,96.8,117.0,97.5,7,0.765,114,78,1,1,94,57,47,47,64,7,38,26,32,17,100,51,75,46,74,8000,2008,Advanced
Lineups,-100682-100720-100721-100942-101032-,L. Jackson - S. Bird - S. Cash - A. Robinson - S. Ely-Gash,1611661328,SEA,2,2,0,1.0,3.0,150.0,100.0,33.3,40.0,116.7,60.0,0.667,0.0,25.0,,0.75,,0.0,0.75,0.75,90.0,99.0,82.5,6,1.5,71,55,1,1,94,57,41,41,64,86,22,26,6,17,1,23,32,120,25,8000,2008,Advanced
Lineups,-100640-101030-101032-201067-201475-,K. Santos - T. Wright - S. Ely-Gash - C. Little - K. O'Neill,1611661328,SEA,1,1,0,1.0,3.0,66.7,57.1,85.0,83.3,-18.4,-26.2,0.5,0.5,12.5,,,,0.286,0.5,0.5,97.8,106.97,89.14,7,0.286,114,78,1,1,89,149,108,145,93,66,93,26,32,17,162,66,98,79,143,8750,2008,Advanced
Lineups,-100640-100721-101030-201052-201067-,K. Santos - S. Cash - T. Wright - K. Gearlds - C. Little,1611661328,SEA,1,0,1,0.0,3.0,77.3,75.0,71.4,62.5,5.9,12.5,0.0,0.0,0.0,,,,0.25,0.2,0.444,107.3,116.36,96.97,8,0.455,114,173,98,173,74,117,60,82,125,86,125,26,32,17,146,152,122,50,120,9900,2008,Advanced
Lineups,-100640-100721-100942-101030-201517-,K. Santos - S. Cash - A. Robinson - T. Wright - K. Beck,1611661328,SEA,2,1,1,0.5,3.0,0.0,0.0,150.0,180.0,-150.0,-180.0,0.0,0.0,0.0,,0.167,,0.429,0.0,0.0,87.7,87.72,73.1,7,-1.857,71,78,98,137,77,170,207,212,125,86,125,26,31,17,187,156,170,187,207,9850,2008,Advanced
Lineups,-100640-100720-100721-101032-201052-,K. Santos - S. Bird - S. Cash - S. Ely-Gash - K. Gearlds,1611661328,SEA,3,2,1,0.667,3.0,64.4,66.7,81.0,77.8,-16.6,-11.1,1.0,0.33,10.0,,,,0.333,0.3,0.475,134.6,134.86,112.38,9,0.2,47,55,98,116,80,126,89,132,1,77,110,26,32,17,165,143,115,24,151,9610,2008,Advanced
Lineups,-100640-100942-101030-201052-201517-,K. Santos - A. Robinson - T. Wright - K. Gearlds - K. Beck,1611661328,SEA,2,1,1,0.5,3.0,51.0,50.0,116.7,116.7,-65.6,-66.7,1.0,1.0,14.3,,,,0.167,0.25,0.307,102.4,103.47,86.23,6,-0.125,71,78,98,137,91,154,173,174,1,29,78,26,32,17,109,147,161,97,189,8350,2008,Advanced
