GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,SEASON,MEASURE_TYPE
Lineups,-100111-100230-100336-100541-100543-,S. Edwards - Q. Barnes - S. Henning - J. Redd - R. Threatt-Elliott,1611661328,SEA,6,3,3,0.5,18.0,83.7,86.7,87.3,75.8,-3.6,10.9,0.333,0.33,8.1,,0.591,,0.3,0.476,0.54,81.0,85.42,71.19,30,0.486,3,1,249,38,13,108,120,97,143,108,147,22,14,8,202,105,86,169,108,53100,2000,Advanced
Lineups,-100111-100230-100336-100375-100503-,S. Edwards - Q. Barnes - S. Henning - E. Campbell - A. Garner,1611661328,SEA,2,0,2,0.0,18.0,61.8,59.4,110.8,96.8,-49.0,-37.4,0.556,1.25,11.4,0.292,,,0.125,0.29,0.29,76.3,83.08,69.23,32,0.065,63,88,191,88,12,178,153,193,113,31,131,9,30,8,112,171,199,193,173,54600,2000,Advanced
Lineups,-100230-100336-100375-100538-100544-,Q. Barnes - S. Henning - E. Campbell - K. Hibbert - K. Vodichkova,1611661328,SEA,4,0,4,0.0,19.0,61.4,63.3,100.8,106.1,-39.4,-42.7,0.667,0.67,9.5,0.409,,,0.2,0.241,0.307,83.4,80.0,66.67,30,-0.137,17,88,274,88,11,164,203,198,83,83,138,4,30,8,147,191,196,208,218,56700,2000,Advanced
Lineups,-100179-100230-100503-100541-100543-,C. Smith - Q. Barnes - A. Garner - J. Redd - R. Threatt-Elliott,1611661328,SEA,3,0,3,0.0,19.0,96.4,93.1,82.8,83.3,13.6,9.8,0.667,0.8,19.5,,0.667,,0.345,0.614,0.614,72.4,73.43,61.19,29,0.519,33,88,249,88,10,96,132,98,83,78,61,22,4,8,227,61,72,244,95,57850,2000,Advanced
Lineups,-100111-100179-100336-100375-100544-,S. Edwards - C. Smith - S. Henning - E. Campbell - K. Vodichkova,1611661328,SEA,6,1,5,0.167,20.0,85.0,77.5,105.3,102.7,-20.3,-25.2,0.636,1.4,13.7,0.25,0.533,0.371,0.125,0.411,0.437,87.4,92.76,77.3,40,0.312,3,9,288,82,9,125,201,173,103,29,108,12,17,5,112,126,142,113,138,59770,2000,Advanced
Lineups,-100179-100230-100336-100375-100544-,C. Smith - Q. Barnes - S. Henning - E. Campbell - K. Vodichkova,1611661328,SEA,5,1,4,0.2,21.0,91.0,86.8,111.9,110.5,-21.0,-23.7,0.455,0.71,10.4,,,,0.184,0.414,0.481,82.7,85.17,70.97,38,0.24,10,9,274,78,8,107,206,168,138,82,135,22,30,8,142,125,127,172,152,64250,2000,Advanced
Lineups,-100111-100336-100375-100538-100544-,S. Edwards - S. Henning - E. Campbell - K. Hibbert - K. Vodichkova,1611661328,SEA,4,0,4,0.0,25.0,85.0,85.1,116.4,108.7,-31.4,-23.6,0.563,0.9,13.6,0.37,0.5,0.422,0.213,0.429,0.444,85.5,88.34,73.61,47,0.203,17,88,274,88,6,109,205,167,112,76,109,7,18,3,162,117,140,147,159,75800,2000,Advanced
Lineups,-100111-100230-100336-100375-100542-,S. Edwards - Q. Barnes - S. Henning - E. Campbell - C. Sampson,1611661328,SEA,6,1,5,0.167,25.0,82.8,76.1,76.4,73.9,6.4,2.2,0.692,0.9,15.8,,0.667,,0.217,0.518,0.526,83.1,88.09,73.4,46,0.69,3,9,288,82,7,129,110,103,81,76,89,22,4,8,164,72,95,149,67,75200,2000,Advanced
Lineups,-100230-100336-100503-100542-100543-,Q. Barnes - S. Henning - A. Garner - C. Sampson - R. Threatt-Elliott,1611661328,SEA,5,1,4,0.2,29.0,83.9,89.4,79.9,75.5,3.9,13.9,0.706,1.0,17.9,,0.714,,0.255,0.462,0.499,78.5,78.23,65.2,47,0.557,10,9,274,78,5,100,119,91,80,35,69,22,3,8,190,109,124,222,88,88350,2000,Advanced
Lineups,-100111-100179-100336-100470-100542-,S. Edwards - C. Smith - S. Henning - S. Lovelace - C. Sampson,1611661328,SEA,3,0,3,0.0,5.0,100.0,80.0,95.3,100.0,4.7,-20.0,0.667,0.5,16.7,,,,0.4,1.0,1.0,88.1,96.0,80.0,10,0.333,33,88,249,88,78,117,155,160,83,95,77,22,30,8,235,5,15,97,130,14250,2000,Advanced
Lineups,-100111-100179-100230-100538-100541-,S. Edwards - C. Smith - Q. Barnes - K. Hibbert - J. Redd,1611661328,SEA,3,0,3,0.0,5.0,55.6,62.5,76.1,66.7,-20.6,-4.2,1.0,0.67,16.7,,,,0.375,0.357,0.357,77.7,78.21,65.18,8,0.294,33,88,249,88,67,165,83,145,1,83,77,22,30,8,230,143,173,224,139,15650,2000,Advanced
Lineups,-100230-100336-100470-100538-100541-,Q. Barnes - S. Henning - S. Lovelace - K. Hibbert - J. Redd,1611661328,SEA,1,0,1,0.0,5.0,80.0,80.0,88.3,100.0,-8.3,-20.0,0.333,0.5,8.3,0.2,0.25,0.222,0.2,0.5,0.5,101.3,95.05,79.21,10,0.357,124,88,36,88,70,117,155,160,143,95,141,18,27,7,147,73,105,100,129,15150,2000,Advanced
Lineups,-100230-100336-100470-100541-100543-,Q. Barnes - S. Henning - S. Lovelace - J. Redd - R. Threatt-Elliott,1611661328,SEA,3,0,3,0.0,5.0,111.1,100.0,67.6,60.0,43.5,40.0,0.4,1.0,16.7,,,,0.2,0.714,0.714,83.1,92.9,77.42,10,0.667,33,88,249,88,68,59,79,58,141,35,77,22,30,8,147,48,53,112,69,15500,2000,Advanced
Lineups,-100088-100336-100503-100543-100544-,M. Edwards - S. Henning - A. Garner - R. Threatt-Elliott - K. Vodichkova,1611661328,SEA,2,0,2,0.0,5.0,58.1,50.0,75.0,75.0,-16.9,-25.0,0.0,0.0,0.0,,0.6,,0.125,0.25,0.225,76.0,81.7,68.09,8,-0.167,63,88,191,88,79,185,111,170,157,122,157,22,13,8,112,176,215,200,220,14100,2000,Advanced
Lineups,-100088-100111-100336-100542-100544-,M. Edwards - S. Edwards - S. Henning - C. Sampson - K. Vodichkova,1611661328,SEA,2,1,1,0.5,5.0,112.7,110.0,22.2,18.2,90.5,91.8,0.5,1.0,13.3,,,,0.2,0.444,0.511,93.3,104.49,87.08,10,1.438,63,9,36,38,77,55,44,21,115,35,111,22,30,8,147,114,100,61,25,14470,2000,Advanced
Lineups,-100088-100111-100230-100375-100542-,M. Edwards - S. Edwards - Q. Barnes - E. Campbell - C. Sampson,1611661328,SEA,4,1,3,0.25,5.0,58.1,50.0,56.3,50.0,1.8,0.0,0.0,0.0,0.0,,,,0.25,0.2,0.34,78.0,89.07,74.23,8,0.692,17,9,249,72,76,185,53,105,157,122,157,22,30,8,169,193,177,140,66,14550,2000,Advanced
Lineups,-100111-100336-100503-100541-100543-,S. Edwards - S. Henning - A. Garner - J. Redd - R. Threatt-Elliott,1611661328,SEA,4,1,3,0.25,5.0,75.0,75.0,162.5,144.4,-87.5,-69.4,0.667,0.67,18.2,,,,0.375,0.6,0.6,81.7,86.81,72.34,8,0.216,17,9,249,72,79,130,245,226,83,83,66,22,30,8,230,62,74,158,157,14100,2000,Advanced
Lineups,-100111-100179-100375-100470-100544-,S. Edwards - C. Smith - E. Campbell - S. Lovelace - K. Vodichkova,1611661328,SEA,1,0,1,0.0,6.0,117.9,125.0,103.7,100.0,14.2,25.0,0.25,1.0,6.3,,,,0.083,0.571,0.59,86.8,85.44,71.2,12,0.95,124,88,36,88,58,38,155,72,151,35,151,22,30,8,101,67,76,168,51,18540,2000,Advanced
Lineups,-100111-100179-100375-100538-100544-,S. Edwards - C. Smith - E. Campbell - K. Hibbert - K. Vodichkova,1611661328,SEA,3,0,3,0.0,6.0,95.8,90.9,172.1,170.0,-76.3,-79.1,0.5,2.0,14.3,,,,0.091,0.45,0.479,75.8,78.34,65.28,11,0.19,33,88,249,88,54,98,260,233,115,9,97,22,30,8,102,112,129,221,164,19300,2000,Advanced
Lineups,-100230-100336-100375-100470-100544-,Q. Barnes - S. Henning - E. Campbell - S. Lovelace - K. Vodichkova,1611661328,SEA,3,2,1,0.667,6.0,111.8,100.0,40.0,33.3,71.8,66.7,0.5,0.67,12.5,,,,0.214,0.667,0.735,88.1,101.74,84.78,14,1.381,33,3,36,36,59,59,47,35,115,83,117,22,30,8,163,50,52,71,28,18400,2000,Advanced
Lineups,-100088-100111-100336-100470-100541-,M. Edwards - S. Edwards - S. Henning - S. Lovelace - J. Redd,1611661328,SEA,2,0,2,0.0,6.0,81.8,75.0,131.6,144.4,-49.8,-69.4,0.75,1.5,18.8,,,,0.167,0.5,0.5,86.5,87.0,72.5,12,0.233,63,88,191,88,61,130,245,226,75,22,64,22,30,8,126,73,105,156,153,17380,2000,Advanced
Lineups,-100088-100111-100179-100230-100375-,M. Edwards - S. Edwards - C. Smith - Q. Barnes - E. Campbell,1611661328,SEA,4,2,2,0.5,8.0,58.9,50.0,170.1,153.8,-111.1,-103.8,0.667,0.4,11.1,,,,0.357,0.429,0.444,69.0,78.85,65.71,14,-0.091,17,3,191,38,44,185,256,262,83,106,132,22,30,8,229,117,137,217,214,24655,2000,Advanced
Lineups,-100088-100230-100336-100375-100544-,M. Edwards - Q. Barnes - S. Henning - E. Campbell - K. Vodichkova,1611661328,SEA,5,0,5,0.0,8.0,17.6,15.8,115.7,111.1,-98.1,-95.3,1.0,0.2,4.8,,0.625,,0.263,0.115,0.115,98.3,106.14,88.45,19,-4.5,10,88,288,88,42,223,207,240,1,119,153,22,12,8,193,204,222,56,289,25100,2000,Advanced
Lineups,-100088-100179-100230-100336-100470-,M. Edwards - C. Smith - Q. Barnes - S. Henning - S. Lovelace,1611661328,SEA,3,0,3,0.0,8.0,95.6,82.4,57.5,58.8,38.2,23.5,0.6,1.5,13.6,,,,0.118,0.417,0.478,97.7,103.73,86.44,17,1.421,33,88,249,88,48,112,78,73,105,22,109,22,30,8,111,121,130,64,26,23600,2000,Advanced
Lineups,-100111-100179-100336-100541-100544-,S. Edwards - C. Smith - S. Henning - J. Redd - K. Vodichkova,1611661328,SEA,3,0,3,0.0,9.0,110.8,100.0,127.6,130.8,-16.9,-30.8,1.0,1.5,17.6,,,,0.143,0.5,0.658,73.2,76.09,63.41,14,0.521,33,88,249,88,40,59,229,182,1,22,70,22,30,8,119,73,62,234,94,25550,2000,Advanced
Lineups,-100111-100179-100336-100503-100542-,S. Edwards - C. Smith - S. Henning - A. Garner - C. Sampson,1611661328,SEA,2,1,1,0.5,9.0,63.9,66.7,114.2,120.0,-50.3,-53.3,1.0,1.0,15.0,0.25,,,0.2,0.318,0.367,87.3,83.4,69.5,15,0.031,63,9,36,38,38,142,215,212,1,35,95,12,30,8,147,167,169,189,176,25900,2000,Advanced
Lineups,-100088-100336-100470-100538-100544-,M. Edwards - S. Henning - S. Lovelace - K. Hibbert - K. Vodichkova,1611661328,SEA,1,0,1,0.0,9.0,84.2,88.9,147.4,142.1,-63.2,-53.2,0.5,0.8,15.4,,,,0.278,0.533,0.533,99.5,98.67,82.22,18,0.256,124,88,36,88,35,101,244,211,115,78,91,22,30,8,198,71,89,84,147,27000,2000,Advanced
Lineups,-100088-100111-100179-100375-100544-,M. Edwards - S. Edwards - C. Smith - E. Campbell - K. Vodichkova,1611661328,SEA,4,1,3,0.25,9.0,139.7,125.0,50.9,46.7,88.8,78.3,0.778,3.5,30.4,,,,0.125,0.818,0.812,77.5,85.52,71.26,16,1.205,17,9,249,72,37,38,52,28,74,3,15,22,30,8,112,33,39,167,32,26100,2000,Advanced
Lineups,-100088-100230-100336-100503-100538-,M. Edwards - Q. Barnes - S. Henning - A. Garner - K. Hibbert,1611661328,SEA,2,0,2,0.0,9.0,81.9,81.3,146.6,133.3,-64.8,-52.1,0.6,1.0,13.0,0.4,,,0.188,0.367,0.409,80.8,84.87,70.72,16,0.207,63,88,191,88,36,115,230,210,105,35,115,5,30,8,144,142,150,174,158,26300,2000,Advanced
Lineups,-100179-100336-100375-100470-100544-,C. Smith - S. Henning - E. Campbell - S. Lovelace - K. Vodichkova,1611661328,SEA,2,1,1,0.5,9.0,77.3,70.6,83.1,85.7,-5.8,-15.1,0.667,0.33,8.3,,,,0.353,0.3,0.444,84.2,87.14,72.61,17,0.375,63,9,36,38,39,140,138,156,83,108,141,22,30,8,228,169,138,155,125,25615,2000,Advanced
Lineups,-100111-100230-100336-100375-100543-,S. Edwards - Q. Barnes - S. Henning - E. Campbell - R. Threatt-Elliott,1611661328,SEA,4,0,4,0.0,10.0,46.5,42.1,82.0,70.6,-35.5,-28.5,0.333,0.2,4.5,,,,0.263,0.25,0.282,78.5,88.77,73.97,19,-1.0,17,88,274,88,33,206,108,176,143,119,154,22,30,8,193,176,201,141,254,29200,2000,Advanced
Lineups,-100111-100179-100336-100470-100541-,S. Edwards - C. Smith - S. Henning - S. Lovelace - J. Redd,1611661328,SEA,6,1,5,0.167,17.0,65.3,60.6,107.5,97.0,-42.3,-36.4,0.75,1.0,14.3,0.188,0.75,0.375,0.182,0.333,0.375,85.2,93.08,77.56,33,0.177,3,9,288,82,14,173,154,191,75,35,97,19,2,4,138,147,164,111,165,51055,2000,Advanced
Lineups,-100179-100230-100336-100470-100541-,C. Smith - Q. Barnes - S. Henning - S. Lovelace - J. Redd,1611661328,SEA,2,1,1,0.5,3.0,66.7,57.1,67.2,55.6,-0.5,1.6,1.0,2.0,22.2,,,,0.143,0.4,0.4,94.6,112.61,93.84,7,0.591,63,9,36,38,110,179,75,104,1,9,38,22,30,8,119,127,153,45,83,10230,2000,Advanced
Lineups,-100179-100230-100336-100541-100544-,C. Smith - Q. Barnes - S. Henning - J. Redd - K. Vodichkova,1611661328,SEA,2,0,2,0.0,3.0,141.8,133.3,25.8,25.0,116.1,108.3,1.0,1.0,14.3,,,,0.167,0.75,0.862,84.1,88.34,73.62,6,3.4,63,88,191,88,126,31,45,10,1,35,97,22,30,8,126,39,32,146,5,8150,2000,Advanced
Lineups,-100179-100230-100336-100503-100543-,C. Smith - Q. Barnes - S. Henning - A. Garner - R. Threatt-Elliott,1611661328,SEA,4,0,4,0.0,3.0,50.0,33.3,138.9,133.3,-88.9,-100.0,1.0,1.0,12.5,,,,0.167,0.25,0.25,68.6,84.29,70.24,6,-0.429,17,88,274,88,107,215,230,241,1,35,117,22,30,8,126,176,207,181,236,10250,2000,Advanced
Lineups,-100179-100230-100336-100503-100542-,C. Smith - Q. Barnes - S. Henning - A. Garner - C. Sampson,1611661328,SEA,2,0,2,0.0,3.0,41.0,40.0,0.0,0.0,41.0,40.0,0.0,0.0,0.0,,,,0.4,0.25,0.205,59.7,68.21,56.84,5,0.538,63,88,191,88,117,208,1,58,157,122,157,22,30,8,235,176,216,267,92,9500,2000,Advanced
Lineups,-100179-100230-100375-100503-100544-,C. Smith - Q. Barnes - E. Campbell - A. Garner - K. Vodichkova,1611661328,SEA,2,1,1,0.5,3.0,75.0,75.0,75.0,75.0,0.0,0.0,1.0,1.0,20.0,,,,0.25,0.5,0.5,72.9,72.91,60.76,4,0.222,63,9,36,38,131,130,111,105,1,35,45,22,30,8,169,73,105,247,156,7900,2000,Advanced
Lineups,-100179-100375-100470-100538-100544-,C. Smith - E. Campbell - S. Lovelace - K. Hibbert - K. Vodichkova,1611661328,SEA,1,0,1,0.0,3.0,50.0,50.0,102.5,100.0,-52.5,-50.0,0.0,0.0,0.0,,,,0.25,0.333,0.333,65.2,66.12,55.1,4,-1.0,124,88,36,88,115,185,155,203,157,122,157,22,30,8,169,147,178,270,254,9800,2000,Advanced
Lineups,-100336-100470-100542-100543-100544-,S. Henning - S. Lovelace - C. Sampson - R. Threatt-Elliott - K. Vodichkova,1611661328,SEA,1,0,1,0.0,4.0,103.1,80.0,120.0,120.0,-16.9,-40.0,1.0,0.0,16.7,,,,0.0,0.333,0.515,60.0,67.61,56.34,5,0.462,124,88,36,88,105,117,215,195,1,122,77,22,30,8,1,147,97,268,112,10650,2000,Advanced
Lineups,-100336-100375-100470-100503-100544-,S. Henning - E. Campbell - S. Lovelace - A. Garner - K. Vodichkova,1611661328,SEA,2,1,1,0.5,4.0,116.3,133.3,75.3,83.3,41.0,50.0,0.333,1.0,12.5,,,,0.167,0.6,0.68,88.9,78.9,65.75,6,1.667,63,9,36,38,101,31,132,48,143,35,117,22,30,8,126,62,57,215,19,10950,2000,Advanced
Lineups,-100111-100336-100470-100538-100542-,S. Edwards - S. Henning - S. Lovelace - K. Hibbert - C. Sampson,1611661328,SEA,1,0,1,0.0,4.0,66.7,57.1,53.2,50.0,13.5,7.1,0.5,0.33,12.5,,,,0.429,0.667,0.667,67.6,75.48,62.9,7,0.0,124,88,36,88,85,179,53,102,115,108,117,22,30,8,242,50,58,235,179,12400,2000,Advanced
Lineups,-100111-100179-100230-100336-100541-,S. Edwards - C. Smith - Q. Barnes - S. Henning - J. Redd,1611661328,SEA,1,1,0,1.0,4.0,142.9,133.3,57.9,50.0,85.0,83.3,1.0,0.0,18.2,,0.667,,0.0,0.625,0.714,110.5,123.24,102.7,9,3.2,124,9,1,1,99,31,53,25,1,122,66,22,4,8,1,58,53,30,6,11100,2000,Advanced
Lineups,-100111-100179-100538-100542-100544-,S. Edwards - C. Smith - K. Hibbert - C. Sampson - K. Vodichkova,1611661328,SEA,2,0,2,0.0,4.0,85.0,62.5,170.8,183.3,-85.8,-120.8,0.5,0.5,9.1,,,,0.25,0.4,0.425,71.0,80.64,67.2,8,-0.125,63,88,191,88,83,165,263,264,115,95,139,22,30,8,169,127,144,206,217,12500,2000,Advanced
Lineups,-100230-100336-100470-100542-100543-,Q. Barnes - S. Henning - S. Lovelace - C. Sampson - R. Threatt-Elliott,1611661328,SEA,2,0,2,0.0,4.0,50.8,50.0,177.6,185.7,-126.8,-135.7,0.0,0.0,0.0,,,,0.375,0.25,0.41,92.7,91.53,76.27,8,-0.171,63,88,191,88,91,185,264,269,157,122,157,22,30,8,230,176,147,122,222,11800,2000,Advanced
Lineups,-100088-100470-100503-100541-100543-,M. Edwards - S. Lovelace - A. Garner - J. Redd - R. Threatt-Elliott,1611661328,SEA,1,0,1,0.0,4.0,108.7,116.7,76.1,85.7,32.6,31.0,0.333,0.0,14.3,,0.4,,0.0,0.5,0.543,91.6,83.2,69.33,6,0.636,124,88,36,88,95,48,138,71,143,122,97,22,24,8,1,73,85,191,74,11250,2000,Advanced
Lineups,-100088-100336-100470-100503-100538-,M. Edwards - S. Henning - S. Lovelace - A. Garner - K. Hibbert,1611661328,SEA,1,0,1,0.0,4.0,42.9,42.9,150.0,150.0,-107.1,-107.1,1.0,0.33,12.5,,,,0.429,0.375,0.375,76.1,76.1,63.41,7,-0.286,124,88,36,88,86,205,248,263,1,108,117,22,30,8,242,139,165,233,225,12300,2000,Advanced
Lineups,-100088-100111-100336-100503-100538-,M. Edwards - S. Edwards - S. Henning - A. Garner - K. Hibbert,1611661328,SEA,1,0,1,0.0,4.0,116.3,114.3,28.6,25.0,87.7,89.3,0.667,2.0,20.0,,,,0.143,0.583,0.581,92.5,100.0,83.33,7,1.286,124,88,36,88,102,50,45,22,83,9,45,22,30,8,119,65,78,78,30,10800,2000,Advanced
Lineups,-100088-100111-100375-100470-100538-,M. Edwards - S. Edwards - E. Campbell - S. Lovelace - K. Hibbert,1611661328,SEA,2,0,2,0.0,4.0,90.0,90.0,53.6,50.0,36.4,40.0,0.25,1.0,8.3,,,,0.1,0.45,0.45,120.4,124.68,103.9,10,0.579,63,88,191,88,93,99,53,58,151,35,141,22,30,8,106,112,135,29,85,11550,2000,Advanced
Lineups,-100111-100179-100375-100542-100544-,S. Edwards - C. Smith - E. Campbell - C. Sampson - K. Vodichkova,1611661328,SEA,2,0,2,0.0,3.0,40.0,33.3,141.8,114.3,-101.8,-81.0,0.0,0.0,0.0,,,,0.5,0.333,0.333,74.7,91.32,76.1,6,-1.286,63,88,191,88,107,215,211,236,157,122,157,22,30,8,244,147,178,127,273,10250,2000,Advanced
Lineups,-100111-100179-100503-100541-100543-,S. Edwards - C. Smith - A. Garner - J. Redd - R. Threatt-Elliott,1611661328,SEA,2,0,2,0.0,3.0,109.8,112.5,208.3,150.0,-98.6,-37.5,0.667,1.0,18.2,,,,0.25,0.7,0.625,98.5,112.94,94.12,8,0.143,63,88,191,88,111,52,248,194,83,35,66,22,30,8,169,49,69,43,167,10200,2000,Advanced
Lineups,-100230-100336-100375-100503-100538-,Q. Barnes - S. Henning - E. Campbell - A. Garner - K. Hibbert,1611661328,SEA,2,0,2,0.0,3.0,100.0,100.0,40.0,40.0,60.0,60.0,1.0,0.0,28.6,,,,0.0,0.4,0.4,80.5,80.5,67.08,4,1.286,63,88,191,88,128,59,49,42,1,122,17,22,30,8,1,127,153,207,30,8050,2000,Advanced
Lineups,-100230-100336-100375-100503-100542-,Q. Barnes - S. Henning - E. Campbell - A. Garner - C. Sampson,1611661328,SEA,3,0,3,0.0,3.0,150.0,150.0,94.0,83.3,56.0,66.7,0.5,0.5,20.0,,,,0.5,1.5,1.5,84.9,91.14,75.95,4,0.5,33,88,249,88,131,24,132,35,115,95,45,22,30,8,244,1,1,128,96,7900,2000,Advanced
Lineups,-100230-100336-100441-100541-100544-,Q. Barnes - S. Henning - A. Aycock - J. Redd - K. Vodichkova,1611661328,SEA,1,0,1,0.0,3.0,188.0,250.0,202.7,180.0,-14.7,70.0,0.333,0.0,14.3,,,,0.0,0.8,0.791,91.9,84.71,70.59,4,0.469,124,88,36,88,136,1,262,32,143,122,97,22,30,8,1,34,45,177,110,7650,2000,Advanced
Lineups,-100230-100375-100542-100543-100544-,Q. Barnes - E. Campbell - C. Sampson - R. Threatt-Elliott - K. Vodichkova,1611661328,SEA,2,0,2,0.0,3.0,77.3,60.0,97.8,90.0,-20.5,-30.0,1.0,0.67,16.7,,,,0.3,0.667,0.63,127.2,150.0,125.0,10,0.333,63,88,191,88,116,174,145,178,1,83,77,22,30,8,202,50,68,12,130,9600,2000,Advanced
Lineups,-100088-100111-100470-100503-100541-,M. Edwards - S. Edwards - S. Lovelace - A. Garner - J. Redd,1611661328,SEA,1,0,1,0.0,3.0,187.1,183.3,102.0,100.0,85.0,83.3,0.75,3.0,30.0,,,,0.167,0.9,0.935,86.0,87.72,73.1,6,0.9,124,88,36,88,114,18,155,25,75,4,16,22,30,8,126,29,27,151,53,9850,2000,Advanced
Lineups,-100088-100111-100336-100375-100503-,M. Edwards - S. Edwards - S. Henning - E. Campbell - A. Garner,1611661328,SEA,2,0,2,0.0,3.0,80.0,80.0,100.0,66.7,-20.0,13.3,0.0,0.0,0.0,,,,0.0,0.4,0.4,68.9,84.26,70.21,5,0.0,63,88,191,88,119,117,83,92,157,122,157,22,30,8,1,127,153,183,179,9400,2000,Advanced
Lineups,-100088-100111-100230-100375-100470-,M. Edwards - S. Edwards - Q. Barnes - E. Campbell - S. Lovelace,1611661328,SEA,1,1,0,1.0,3.0,110.8,140.0,120.0,120.0,-9.2,20.0,1.0,2.0,25.0,,,,0.2,0.5,0.658,93.7,82.76,68.97,5,0.548,124,9,1,1,125,29,215,76,1,9,23,22,30,8,147,73,62,194,90,8700,2000,Advanced
Lineups,-100088-100111-100179-100470-100544-,M. Edwards - S. Edwards - C. Smith - S. Lovelace - K. Vodichkova,1611661328,SEA,1,1,0,1.0,3.0,123.0,120.0,40.0,33.3,83.0,86.7,1.0,1.0,28.6,,,,0.4,1.0,1.042,87.8,97.78,81.48,5,4.0,124,9,1,1,127,43,47,24,1,35,17,22,30,8,235,5,11,90,3,8100,2000,Advanced
Lineups,-100088-100111-100179-100336-100544-,M. Edwards - S. Edwards - C. Smith - S. Henning - K. Vodichkova,1611661328,SEA,2,0,2,0.0,3.0,83.3,62.5,82.9,87.5,0.4,-25.0,1.0,1.0,20.0,,,,0.25,0.625,0.625,113.0,125.22,104.35,8,0.444,63,88,191,88,120,165,142,170,1,35,45,22,30,8,169,58,69,28,115,9200,2000,Advanced
Lineups,-100088-100230-100336-100543-100544-,M. Edwards - Q. Barnes - S. Henning - R. Threatt-Elliott - K. Vodichkova,1611661328,SEA,1,0,1,0.0,3.0,33.3,28.6,51.0,50.0,-17.7,-21.4,0.0,0.0,0.0,,,,0.286,0.25,0.25,83.9,91.76,76.47,7,0.4,124,88,36,88,111,219,53,164,157,122,157,22,30,8,200,176,207,119,119,10200,2000,Advanced
Lineups,-100088-100179-100470-100503-100543-,M. Edwards - C. Smith - S. Lovelace - A. Garner - R. Threatt-Elliott,1611661328,SEA,2,0,2,0.0,3.0,62.1,57.1,120.0,100.0,-57.9,-42.9,0.0,0.0,0.0,,,,0.143,0.4,0.368,80.8,91.76,76.47,7,0.0,63,88,191,88,111,179,155,199,157,122,157,22,30,8,119,127,167,119,179,10200,2000,Advanced
Lineups,-100088-100179-100230-100375-100470-,M. Edwards - C. Smith - Q. Barnes - E. Campbell - S. Lovelace,1611661328,SEA,1,1,0,1.0,3.0,77.3,75.0,51.0,60.0,26.3,15.0,0.0,0.0,0.0,,0.667,,0.5,0.333,0.387,93.1,85.83,71.52,4,0.6,124,9,1,1,138,130,79,88,157,122,157,22,4,8,244,147,160,164,80,7550,2000,Advanced
Lineups,-100088-100179-100230-100375-100503-,M. Edwards - C. Smith - Q. Barnes - E. Campbell - A. Garner,1611661328,SEA,3,1,2,0.333,3.0,68.0,66.7,123.0,100.0,-54.9,-33.3,1.0,0.5,14.3,,,,0.333,0.333,0.515,75.6,84.29,70.24,6,0.0,33,9,191,58,107,142,155,183,1,95,97,22,30,8,207,147,97,181,179,10250,2000,Advanced
Lineups,-100088-100179-100503-100543-100544-,M. Edwards - C. Smith - A. Garner - R. Threatt-Elliott - K. Vodichkova,1611661328,SEA,2,0,2,0.0,3.0,144.9,133.3,68.0,80.0,76.9,53.3,0.0,0.0,0.0,,,,0.0,0.2,0.296,80.3,74.32,61.94,3,0.0,63,88,191,88,134,31,124,47,157,122,157,22,30,8,1,193,198,239,179,7750,2000,Advanced
Lineups,-100179-100336-100503-100541-100544-,C. Smith - S. Henning - A. Garner - J. Redd - K. Vodichkova,1611661328,SEA,1,0,1,0.0,2.0,150.0,100.0,144.9,133.3,5.1,-33.3,1.0,0.0,25.0,,,,0.0,0.75,0.75,61.8,77.84,64.86,3,0.4,124,88,36,88,170,59,230,183,1,122,23,22,30,8,1,39,47,225,119,5550,2000,Advanced
Lineups,-100179-100230-100470-100538-100542-,C. Smith - Q. Barnes - S. Lovelace - K. Hibbert - C. Sampson,1611661328,SEA,1,0,1,0.0,2.0,0.0,0.0,245.9,300.0,-245.9,-300.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,60.9,68.57,57.14,3,-0.5,124,88,36,88,175,224,292,292,157,122,157,22,30,8,1,206,224,265,237,5250,2000,Advanced
Lineups,-100179-100230-100470-100541-100543-,C. Smith - Q. Barnes - S. Lovelace - J. Redd - R. Threatt-Elliott,1611661328,SEA,2,0,2,0.0,2.0,40.0,50.0,147.1,175.0,-107.1,-125.0,0.0,0.0,0.0,,,,0.5,0.333,0.333,96.9,79.45,66.21,4,-0.8,63,88,191,88,139,185,261,265,157,122,157,22,30,8,244,147,178,213,251,7250,2000,Advanced
